Participant ID: ,"A runaway train is speeding down the tracks towards five people who will be killed if the train continues on its present course. You are standing next to the tracks, but you are too far away to warn them. Next to you there is someone else and, if this person falls to the tracks, the train will derail.If you decide to push this person onto the tracks, that will provoke the death of this person, but the train will not continue its course and you will have saved the lives of five people.Pushing the person onto the tracks is:",How certain are you about your answer?,"Imagine this situation happened and you had to decide what to do, how much distress would you feel?",Suppose we can go back in time before the pandemic had exploded world-wide. A new technology allows governments to automatically collect personal information about our movements and the people we have physical contact with. Governments can also have access to biometric data such as our temperature and respiratory frequency. This allows identifying people at risk of having COVID-19 and limiting the propagation of the virus by selecting who is quarantined and who is notThe government of the country where you live evaluates a plan to use this technology but understands that it does not protect the personal data of its citizens and decides not to approve it. Not approving the plan is:,How certain are you about your answer?,"Imagine this situation happened and you had to decide what to do, how much distress would you feel?","The near future of our societies and how we will get out of the periods of strict confinement is unclear, among 4 things because there are great unknowns in the mutation rates of the virus, its seasonal variance, the probability of being reinfected, and the degree of immunity that we will reach. Societies are likely to create a compromise between minimizing health risks and preserving our desired lifestyles.Knowing this, a government decides to forbid all kinds of public gatherings (including restaurants, bars, concerts, cinemas and theatres) until a vaccine is found. The government's decision is:",How certain are you about your answer?,"Imagine this situation happened and you had to decide what to do, how much distress would you feel?","One of your close friends has high fever and was recently tested for COVID-19. The health authorities of your country have dictated that he should remain at home, in complete isolation, until the results are back. During this period, your friend went once to the supermarket to buy food. If the authorities find out about this, your friend might face prison and have a criminal record.You still do not know whether he will test positive for COVID-19 but decided to call the police and tell the authorities about this situation. Telling the authorities about this situation is:",How certain are you about your answer?,"Imagine this situation happened and you had to decide what to do, how much distress would you feel?","Ventilators have become in many countries a limited resource and a medical bottleneck due to the COVID-19 outbreak. An ethics committee (EC) is deciding how to set priorities on who will be treated and who will not. One option is to treat people on a first-come first-serve basis. A second argument is made that significantly younger patients (under 30 years old) should be prioritized and that, even when chances of recovery are considered to be the same, the younger patient should be treated before older patients.The EC opts to implement the second option. Implementing the second option is:",How certain are you about your answer?,"Imagine this situation happened and you had to decide what to do, how much distress would you feel?","A laboratory has all the necessary resources to develop a vaccine against coronavirus in only 4 weeks. However, to do so, the researchers need to violate ethical guidelines for the use of animals in scientific research. Particularly, the experiments will cause excessive stress and pain to hundreds of rodents.The laboratory requests an exceptional permission to perform these experiments, but the government decides to reject this request. The decision made by the government is:",How certain are you about your answer?,"Imagine this situation happened and you had to decide what to do, how much distress would you feel?",It is morally right to harm an innocent person if harming her is a necessary mean to helping several 4 innocent people.,It is permissible to torture an innocent person if this would be necessary to provide information to prevent a bomb going off that would kill hundreds of people.,Sometimes it is morally necessary for innocent people to die as collateral damage—if more people are saved overall.,It is morally wrong to keep money that one doesn’t really need if one can donate it to causes that provide effective help to those who would benefit a great deal.,"If the only way to save an4 person’s life during an emergency is to sacrifice one’s own leg, then one is morally required to make this sacrifice.",It is just as wrong to fail to help someone as it is to actively harm them yourself.,"From a moral point of view, we should feel obliged to give one of our kidneys to a person with kidney failure since we don’t need two kidneys to survive, but really only one to be healthy.","If the only way to ensure the overall well-being and happiness of the people is through the use of political oppression for a short, limited period, then political oppression should be used.","From a moral perspective, people should care about the well-being of all human beings on the planet equally; they should not favor the well-being of people who are especially close to them either physically or emotionally.","Thank you for reading and answering these questions.For us, it is very important that you have paid attention during the survey and that you have seriously answered all the questions.To confirm that you have paid attention and that you have read all the information in the survey, please provide the answer “0” to the next question. This is an attentional check and it helps us verifying who has followed the instructions and who has not.Following the instructions above, which of the following cities had best responded to the COVID-19 crisis? ",Age,Sex,Ethnicity:﻿,Which category best describes your highest level of education?,"Considering the next US presidential elections, which candidate do you prefer?"
28,73,39,69,100,100,35,61,100,27,80,65,78,50,49,35,34,68,39,4,5,5,2,2,1,2,4,6,0,31,1,0,1,2
29,67,74,97,77,70,81,81,95,23,19,64,82,9,92,81,16,96,59,3,2,5,7,4,6,7,2,6,0,31,1,1,1,1
30,80,25,98,33,44,77,35,31,82,78,31,98,14,38,77,27,28,82,4,2,4,5,1,2,2,2,5,0,39,0,1,2,1
31,53,0,100,6,93,100,60,97,3,23,27,100,3,10,100,28,31,100,2,1,2,7,6,7,7,2,7,0,61,0,1,1,1
32,0,100,87,100,100,6,0,98,7,0,100,83,100,98,6,99,97,0,1,1,4,4,4,4,4,1,4,0,62,0,1,1,0
33,2,98,99,62,30,99,1,100,2,100,99,98,1,99,99,1,99,0,2,5,2,6,1,7,7,7,7,0,69,0,1,2,1
34,62,44,100,31,63,100,34,66,78,63,67,82,28,63,100,44,31,76,3,2,5,5,2,1,2,3,1,0,39,1,3,2,1
35,82,74,100,31,69,61,66,63,66,75,34,61,67,36,61,100,100,55,4,7,3,4,4,5,5,5,4,0,27,1,1,2,1
36,23,67,88,77,78,75,36,60,41,51,50,57,79,57,75,19,81,30,2,2,2,7,2,1,2,4,2,0,22,1,1,2,0
37,43,75,93,60,68,37,71,82,19,9,83,10,21,85,37,62,72,65,5,7,5,2,5,2,3,4,5,0,23,1,1,1,1
38,55,55,100,9,96,91,89,72,78,50,77,96,26,92,91,0,100,0,4,6,4,5,5,5,3,3,5,0,64,0,1,2,0
39,2,98,98,99,98,99,2,89,79,22,79,66,11,99,99,1,98,36,1,2,1,2,1,4,1,1,3,0,61,0,1,2,1
40,0,100,100,100,99,98,0,53,100,28,79,49,67,100,98,98,100,100,1,1,1,7,1,3,4,4,4,0,35,0,0,2,2
41,15,65,93,79,87,27,35,70,39,44,61,90,62,73,27,8,92,9,2,4,4,1,2,3,2,4,2,0,66,0,1,2,1
42,86,38,100,6,21,100,51,92,37,13,72,71,0,28,100,100,100,85,5,1,5,4,4,4,4,4,5,0,74,0,1,2,1
43,0,100,0,100,94,0,28,100,0,24,92,0,0,84,0,50,89,25,4,1,7,6,2,6,2,1,7,0,50,1,1,2,1
44,34,62,100,45,9,91,61,74,23,60,23,93,0,33,91,100,100,15,5,3,4,6,2,1,5,1,4,0,33,0,1,1,1
45,53,54,100,68,85,95,38,100,62,100,82,87,0,33,95,0,100,0,2,1,4,2,4,6,1,7,4,0,67,0,1,2,0
46,52,5,100,69,55,83,19,31,63,46,6,86,34,76,83,30,72,75,4,5,6,2,4,5,2,5,4,0,78,0,1,2,1
47,4,92,98,35,70,100,30,93,89,75,77,100,95,70,100,32,59,92,2,4,4,2,2,2,2,2,3,0,45,1,1,1,0
48,14,66,100,82,49,41,78,100,11,14,100,84,100,85,41,49,78,25,6,1,4,1,1,3,1,1,4,0,43,0,1,2,0
49,3,98,98,94,92,92,1,74,7,2,51,99,26,100,92,89,90,54,4,2,4,2,5,1,2,5,2,0,50,0,0,2,1
50,8,61,100,43,56,78,37,71,35,37,65,32,14,63,78,42,39,58,2,4,4,5,6,6,7,3,3,0,25,1,1,1,1
51,0,100,0,0,100,70,0,100,73,29,74,74,28,100,70,100,100,0,1,1,1,1,1,1,1,5,1,0,34,0,1,1,2
52,34,11,100,22,66,96,43,27,97,25,60,98,40,6,96,40,67,58,2,6,2,2,1,2,2,3,2,0,48,1,1,2,1
53,76,74,100,29,72,100,0,100,0,97,95,98,0,100,100,28,63,89,4,5,4,6,3,3,3,2,3,0,69,0,1,1,1
54,0,100,100,100,87,93,25,77,87,7,92,31,86,40,93,86,75,63,5,7,6,4,2,6,2,1,5,0,39,0,0,1,0
55,20,82,99,42,14,73,3,32,94,9,86,70,17,95,73,98,100,100,1,1,1,7,1,7,2,1,1,0,35,0,4,1,2
56,77,58,96,87,76,99,53,89,39,35,46,69,1,46,99,44,54,74,5,5,5,5,2,3,5,3,6,0,27,0,1,2,2
57,34,67,62,99,99,67,9,80,19,1,99,17,9,86,67,86,82,72,1,1,1,5,2,1,5,2,5,0,26,1,1,1,1
58,12,74,96,24,30,62,54,60,56,61,37,87,38,42,62,58,28,91,2,4,2,2,4,6,4,6,5,0,65,0,0,2,1
59,0,100,100,100,100,100,0,66,33,0,100,0,0,100,100,100,20,63,3,2,5,3,2,4,3,2,5,0,46,1,1,2,1
60,28,86,100,22,74,91,59,85,94,43,76,100,75,68,91,43,76,57,4,5,3,5,3,5,3,2,3,0,52,1,1,2,0
61,75,84,100,12,100,65,58,78,30,54,41,75,36,39,65,7,95,50,3,4,6,5,3,1,2,4,4,0,24,1,1,2,2
62,14,50,100,46,0,100,36,74,70,75,36,100,30,43,100,8,100,4,7,6,5,1,1,3,1,3,1,0,23,1,0,1,1
63,71,74,89,94,90,70,83,71,37,28,38,79,78,76,70,74,68,66,5,6,5,5,3,4,3,6,3,0,32,1,2,2,0
64,24,67,94,86,74,74,53,90,42,56,45,69,14,54,74,85,82,39,3,2,2,4,3,1,2,2,3,0,35,1,1,2,1
65,35,9,98,81,56,100,8,100,100,54,0,100,0,88,100,87,87,100,4,4,4,4,5,5,5,3,3,0,68,0,1,1,1
66,0,100,0,100,100,0,0,100,0,0,100,0,100,100,0,100,100,0,1,1,1,1,1,1,1,1,1,0,48,0,0,2,2
67,5,96,97,100,79,47,0,91,10,0,100,11,0,100,47,100,100,0,2,3,2,3,1,4,1,2,4,0,64,1,1,2,1
68,9,79,100,100,100,88,2,100,58,6,85,41,0,92,88,87,74,34,4,1,3,5,1,2,4,5,6,0,44,1,1,1,1
69,86,0,100,100,100,100,7,0,99,2,98,99,82,91,100,0,100,0,6,6,6,3,1,6,1,2,7,0,63,0,1,2,0
70,0,100,14,100,100,20,100,100,100,0,100,0,100,76,20,0,100,0,1,1,1,1,3,2,3,1,2,0,38,1,1,2,0
71,0,100,100,100,100,100,44,51,69,7,6,100,64,18,100,24,86,51,1,4,1,1,1,1,1,1,1,0,40,0,1,2,1
72,100,100,100,31,57,100,30,100,100,63,63,99,0,84,100,90,100,87,6,6,6,3,5,4,4,4,5,0,54,1,1,2,1
73,23,64,97,79,86,97,12,91,95,22,60,99,11,80,97,59,67,91,2,3,4,3,5,6,4,6,5,0,63,0,1,1,2
74,32,34,83,81,79,66,57,43,62,27,77,53,38,37,66,63,43,56,4,3,3,4,4,5,6,4,5,0,30,1,1,2,1
75,1,68,98,64,74,100,0,89,12,18,80,62,17,100,100,100,82,15,2,7,2,1,2,2,1,5,1,0,42,0,1,2,1
76,3,100,100,98,98,98,19,97,6,98,98,99,2,80,98,10,88,98,5,1,4,5,4,6,5,5,6,0,55,0,3,1,1
77,1,100,100,100,100,98,17,78,73,79,100,99,83,89,98,98,99,16,1,1,3,5,2,2,2,1,6,0,65,0,1,2,1
78,84,51,97,97,96,76,60,99,63,18,64,85,6,51,76,15,61,41,2,1,3,4,2,6,2,2,6,0,30,0,1,2,1
79,6,84,94,44,42,97,7,49,73,42,54,96,52,93,97,45,54,74,3,4,4,2,1,5,3,4,3,0,63,0,1,1,0
80,0,91,84,80,67,69,57,56,67,46,26,94,58,43,69,50,27,42,1,1,3,2,1,4,1,2,4,0,32,0,1,2,1
81,1,67,98,10,58,98,18,79,98,65,33,98,6,77,98,73,39,98,2,2,2,5,5,5,5,5,6,0,33,0,2,1,1
82,1,99,99,81,78,99,26,97,99,100,100,100,1,79,99,86,84,100,1,1,1,7,3,6,5,1,7,0,33,1,1,2,1
83,100,100,100,72,93,83,80,100,0,81,92,43,0,55,83,74,27,94,1,2,1,3,1,2,1,3,6,0,24,1,1,2,1
84,17,59,100,71,78,60,40,100,15,58,48,89,0,57,60,37,31,56,2,4,3,4,3,3,3,1,5,0,22,1,1,2,1
85,0,100,100,100,100,0,0,100,79,0,100,0,100,100,0,0,100,0,2,5,2,1,1,4,1,1,1,0,38,1,1,1,0
86,67,51,100,100,100,50,0,100,29,50,12,88,1,100,50,100,99,0,3,2,4,4,4,3,4,3,4,0,31,1,4,1,0
87,0,100,100,79,72,100,60,100,30,0,76,83,0,23,100,32,10,76,1,1,7,2,1,5,1,7,1,0,62,0,1,2,1
88,2,100,100,39,40,60,41,99,73,43,56,55,84,67,60,57,45,64,2,3,2,1,2,5,4,4,6,0,50,1,1,1,0
89,22,36,79,8,89,62,86,97,9,85,86,73,3,81,62,8,84,26,3,2,4,3,3,2,2,4,2,0,54,1,1,2,1
90,2,100,100,100,100,93,63,70,64,79,38,81,20,34,93,27,77,24,3,2,3,2,5,2,3,1,3,0,34,0,1,2,1
91,80,51,100,100,100,100,0,92,21,15,100,100,20,89,100,100,100,0,1,1,4,4,1,2,4,1,5,0,26,1,1,1,1
92,100,94,96,68,75,75,77,74,82,80,76,83,25,75,75,55,42,93,7,6,6,7,7,7,3,3,7,0,24,1,0,2,1
93,0,100,80,100,100,64,6,80,75,92,89,85,18,87,64,100,100,58,1,2,2,2,2,4,3,3,6,0,42,0,1,2,1
94,1,98,99,99,98,71,1,99,76,98,98,99,2,98,71,99,99,74,1,1,1,3,1,7,1,1,5,0,60,0,1,2,0
95,38,29,90,93,96,90,38,71,48,13,70,87,18,33,90,77,72,91,4,3,3,6,6,6,6,4,6,0,60,0,1,1,1
96,36,23,100,49,56,78,75,81,38,44,38,84,21,70,78,63,58,76,2,2,3,5,4,4,6,2,6,0,32,0,1,2,1
97,15,84,96,26,38,89,4,69,15,89,90,83,31,91,89,29,56,62,2,2,2,2,2,6,2,2,5,0,62,0,1,2,0
98,0,100,100,100,100,65,0,100,100,0,100,0,100,100,65,61,39,67,1,1,1,1,1,1,2,1,3,0,40,0,1,2,0
99,6,90,94,98,98,96,6,89,85,26,84,82,86,97,96,2,99,99,2,5,3,3,2,3,2,2,3,0,32,1,2,2,1
100,100,100,95,93,75,73,0,100,0,100,100,0,0,100,73,100,86,24,5,2,6,7,7,7,7,2,7,0,55,1,1,2,1
101,4,90,56,47,32,96,77,95,72,42,64,75,6,68,96,16,91,57,3,5,5,3,2,2,3,4,2,0,50,1,1,2,1
102,5,90,84,93,92,87,5,69,80,42,57,6,50,95,87,92,88,84,2,3,2,2,2,2,2,2,6,0,49,0,0,1,1
103,14,13,100,28,33,83,60,63,59,59,40,93,15,39,83,43,22,60,3,4,4,3,3,4,3,3,3,0,59,0,1,2,2
104,6,100,100,42,94,85,55,89,13,61,80,70,15,79,85,34,84,78,1,5,2,6,7,5,6,2,7,0,37,1,1,1,1
105,0,100,100,100,100,33,0,100,0,41,69,85,0,100,33,0,100,0,1,7,1,5,1,7,3,1,7,0,55,1,1,2,1
106,0,69,100,66,67,100,63,67,84,82,57,100,22,56,100,85,84,100,2,2,2,6,6,5,4,6,6,0,60,0,1,2,1
107,100,75,100,100,100,100,0,2,100,47,0,98,43,100,100,53,0,99,1,1,1,1,1,7,4,1,5,0,41,0,1,1,1
108,30,28,78,24,77,78,50,100,0,76,68,63,0,8,78,36,65,75,4,5,5,5,3,3,3,5,3,0,33,1,3,2,1
109,23,87,48,87,83,83,65,46,63,40,77,69,45,73,83,41,82,37,3,5,4,5,4,3,6,5,3,0,24,1,2,2,1
110,4,91,71,96,98,74,18,92,60,58,53,97,6,91,74,96,79,84,2,2,2,3,4,5,4,2,7,0,36,1,1,2,1
111,48,55,100,65,62,97,50,90,39,28,69,82,11,51,97,38,72,86,3,3,5,2,3,5,2,2,4,0,32,1,1,2,1
112,14,77,88,74,75,81,33,80,59,80,79,100,20,82,81,76,87,88,2,2,4,3,4,4,4,3,6,0,63,0,1,2,1
113,55,55,93,66,66,73,45,68,65,20,87,66,32,57,73,43,39,63,4,5,4,5,5,5,5,3,5,0,28,1,1,2,0
114,0,100,100,91,78,100,0,90,69,52,21,87,10,96,100,0,100,55,1,6,1,2,4,2,1,4,2,0,60,0,1,2,2
115,1,94,98,18,62,67,6,17,83,31,34,98,63,96,67,13,85,49,2,2,3,3,6,5,3,4,2,0,57,0,0,1,1
116,69,50,94,21,70,84,36,77,24,30,69,67,16,79,84,67,34,76,5,2,5,2,2,6,3,5,3,0,45,0,1,1,1
117,2,87,87,2,90,90,27,63,42,87,86,73,29,57,90,15,61,64,2,2,5,2,3,5,2,2,6,0,52,1,1,2,1
118,0,86,100,46,55,100,18,51,100,52,51,100,49,73,100,61,53,100,1,1,1,7,7,7,7,1,7,0,40,0,2,1,2
119,28,44,80,82,85,94,25,75,88,40,24,95,74,59,94,67,63,70,2,2,3,4,3,3,2,2,6,0,51,1,1,1,1
120,0,77,27,87,94,0,0,75,22,24,76,80,28,100,0,58,72,23,2,5,2,2,1,2,3,2,5,0,44,1,0,2,1
121,1,100,100,28,34,100,61,100,100,77,74,100,0,43,100,100,100,74,6,5,6,3,5,7,6,6,2,0,68,0,1,2,1
122,0,93,84,83,83,88,0,14,88,9,21,87,73,13,88,19,22,91,3,5,4,6,2,4,2,4,3,0,70,0,1,1,0
123,23,33,100,70,80,77,69,77,29,32,74,76,68,30,77,0,100,6,2,2,6,1,3,2,3,5,2,0,44,1,1,1,0
124,0,100,100,100,100,100,0,100,0,51,89,100,100,100,100,0,100,100,7,7,6,1,1,4,1,1,2,0,63,0,1,1,0
125,13,85,50,87,78,34,81,81,19,86,88,19,17,75,34,89,87,12,2,5,3,4,4,3,6,3,7,0,52,0,0,2,1
126,0,30,100,100,100,100,13,89,100,11,12,100,78,84,100,100,100,35,1,2,2,1,1,2,1,2,5,0,60,0,1,2,1
127,9,88,98,100,98,63,1,99,99,98,100,94,7,98,63,100,99,4,1,1,1,1,1,5,1,1,6,0,70,0,1,1,1
128,100,99,100,50,50,81,82,99,3,63,31,92,2,81,81,49,50,51,4,1,1,4,1,4,1,1,7,0,26,1,0,2,1
129,2,73,100,14,86,0,2,69,15,81,76,83,3,100,0,80,83,66,5,5,5,7,2,5,5,7,6,0,22,1,4,1,1
130,33,40,100,81,87,79,30,73,87,11,84,23,66,64,79,87,91,12,3,5,5,7,2,3,3,2,4,0,38,1,3,2,1
131,0,99,99,87,99,99,1,99,99,87,99,99,86,99,99,99,98,99,1,6,1,1,1,5,1,6,1,0,63,0,1,2,1
132,0,73,99,41,24,62,30,60,94,31,78,91,44,82,62,41,72,94,1,1,4,2,3,1,2,1,3,0,36,1,3,2,1
133,0,100,100,100,100,100,0,51,100,51,1,100,25,100,100,0,100,100,1,1,1,2,1,4,2,1,4,0,48,0,3,2,0
134,0,74,98,94,99,6,0,97,0,2,99,5,93,99,6,5,99,7,5,4,5,1,4,3,1,1,1,0,51,1,1,2,0
135,0,100,100,100,100,100,8,24,94,38,6,100,7,59,100,39,6,100,1,3,1,2,2,3,1,4,5,0,33,0,1,1,2
136,51,100,100,100,100,82,82,97,7,7,84,7,3,82,82,100,100,28,4,2,4,6,1,2,1,1,2,0,26,1,1,2,1
137,11,68,94,43,47,68,24,100,24,57,43,80,7,72,68,11,87,18,1,1,2,6,4,3,5,5,6,0,53,1,1,1,1
138,0,100,88,0,100,80,60,100,0,0,100,0,100,90,80,0,100,85,3,7,5,1,1,1,1,7,1,0,54,1,1,2,0
139,21,68,68,69,68,75,72,65,73,64,79,57,37,57,75,68,64,72,4,2,5,5,4,4,4,5,6,0,35,1,0,2,1
140,1,99,99,88,85,78,1,92,99,1,99,29,18,99,78,99,99,24,1,1,3,7,3,6,6,5,7,0,55,0,1,2,0
141,0,100,100,82,74,86,31,72,92,100,88,100,21,57,86,100,100,18,1,1,2,5,5,6,6,1,6,0,26,1,1,2,1
142,67,0,100,26,62,0,0,89,21,35,26,100,19,100,0,17,78,42,4,4,4,6,3,6,3,5,6,0,42,0,1,2,1
143,5,90,85,73,81,31,77,98,0,33,73,17,7,34,31,6,95,7,2,2,3,4,3,6,5,7,6,0,45,1,1,1,1
144,0,100,100,100,100,100,20,82,74,0,100,100,37,82,100,100,100,100,1,1,1,3,1,6,4,1,5,0,67,0,1,1,0
145,5,88,100,91,95,93,61,97,74,0,100,4,100,53,93,100,100,43,3,5,5,2,2,5,1,1,1,0,40,0,1,1,1
146,32,62,88,61,71,59,1,89,39,26,66,69,15,100,59,35,30,81,3,3,4,2,5,5,6,5,5,0,42,0,1,1,1
147,65,64,100,100,92,48,16,100,70,4,90,42,0,93,48,47,30,55,2,6,5,7,4,5,6,6,5,0,36,1,1,1,1
148,0,100,0,89,36,92,0,100,0,7,94,78,0,100,92,100,100,0,1,1,1,2,1,5,1,1,7,0,59,0,1,2,1
149,2,83,88,88,89,63,36,99,3,61,37,85,1,59,63,95,93,19,1,1,1,5,2,6,3,2,5,0,40,0,3,2,1
150,85,40,100,100,100,77,32,80,78,100,100,100,37,69,77,0,100,0,5,5,4,1,1,1,1,4,3,0,24,1,2,1,1
151,0,100,100,50,68,0,0,69,32,55,52,81,22,100,0,100,100,50,1,1,1,3,1,3,1,3,5,0,61,0,1,2,1
